fen,score
rn1qk1nr/ppp2p1p/3p2p1/4b3/2B1P3/2N2Q1P/PPP2PP1/R1B1K2R b KQkq - 1 8,-118.0
rnbqkb1r/1p3pp1/2pp1n1p/p7/2BNP3/2N5/PPP2PPP/R1BQR1K1 b kq - 1 8,-78.0
5rk1/ppq5/7p/3p1pp1/3n4/1QP2N2/PP3PPP/4R1K1 w - - 0 25,599.0
r2qk2r/pppb1pp1/2np1n1p/4p3/2B1P2N/P1PP1P2/2P3PP/R1BQ1RK1 b kq - 2 10,22.0
rnbqkbnr/ppp2ppp/4p3/3pP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,28.0
r2q1rk1/p1pnppbp/Q4np1/8/2BP4/2N1PP2/PP3P1P/R1B1K2R b KQ - 0 10,-21.0
2k2r2/pp5p/2n5/8/1P6/P1P1pp1P/7P/3K1R2 w - - 0 26,-1066.0
4R3/1ppk2pp/p2p4/8/3n4/2NP2PP/PP4K1/8 b - - 0 24,271.0
5rk1/1pB2ppp/r2P4/p3p3/2b1P2P/2N2PP1/1P4B1/qNKR4 b - - 4 25,642.0
2R2rk1/1p3p1p/p5p1/8/1P1b4/1R1P4/P4PPP/6K1 b - - 0 25,553.0
r1bqkb1r/pp3ppp/2n1pn2/2pp4/8/1P1PPP2/PBP1B1PP/RN1QK1NR b KQkq - 2 6,185.0
r4rk1/pppq1ppp/3pbn2/4p3/2PbP3/1B1P1N1P/PP3PP1/R1BQ1RK1 b - - 4 11,-8.0
r1bqr1k1/pppp2pp/2n2p2/3n4/1b2P2B/2NP1N2/PPPQ2PP/R3KB1R w KQ - 2 10,-66.0
1Qr3k1/p5pp/5p2/8/8/8/P2q2PP/R2R3K b - - 0 26,13.0
8/pppk3r/8/3b1P1p/7R/2P4P/PP1N1R1K/8 b - - 0 37,-664.0
r2r2k1/p4p1p/1pp3pQ/5q2/3P1n2/1B6/PP3P1P/2R2R1K w - - 2 22,-414.0
b1rq1rk1/3nnppp/1pp1p3/3p4/N4PP1/3P1B2/2P1K2P/RQ4NR w - - 1 20,-433.0
2kr1bnr/ppp2ppp/2n1p3/q7/2B3b1/1PN2N2/P1PP1PPP/R1BQ1RK1 w - - 1 8,-121.0
rn1qkb1r/1b3p2/p2p1npp/2p1p3/1p2P3/1B1PBNNP/PPP2PP1/R2QK2R w KQkq - 0 11,142.0
rnbqkbnr/pppp1ppp/8/4p3/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,25.0
8/pp2rpkp/1n4p1/8/P1P5/1P3N2/3K1PPP/3R4 w - - 3 23,310.0
8/1p5p/1Pp2kp1/1nP1p3/2K5/6PP/8/R7 b - - 2 42,-526.0
2rr2k1/5pqp/4p1p1/6Q1/B7/4R3/P1P2PPP/5K2 w - - 1 27,-296.0
r4k1r/p1R5/1p2p3/5pB1/8/2Pn4/PPK2PPP/7R b - - 2 24,-286.0
rnbq1rk1/ppp1bppp/4pn2/3p4/8/2PPPNP1/PP3PBP/RNBQK2R b KQ - 0 6,33.0
5r1k/2p4n/3q1p1Q/p3B3/1p4P1/7P/P4P1K/8 b - - 2 40,961.0
1r3rk1/4q1pb/p1p1p2p/3pPp2/2PPnP2/5B2/PB2Q1PP/1R3RK1 b - - 0 23,65.0
r2r1k2/1b3ppp/p7/1p1n4/8/1B1N4/PP3PPP/2KRR3 w - - 2 23,-2.0
r7/p1pNp2p/6p1/1p1k4/8/P3n2P/1P3KP1/4n3 b - - 0 28,1167.0
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-12.0
2rq1rk1/1bnnbppp/pp2p3/2p1P3/2P5/1P3NP1/PB1N1PBP/R2QR1K1 b - - 1 15,-117.0
r3k1nr/1b1p1ppp/p3pq2/1pb1n3/4PB2/PBP4N/1P2QPPP/RN3RK1 b kq - 5 13,0.0
r4rk1/pp3ppp/1bn1pq2/3p4/PP2b3/2P1PNP1/1B3PBP/R2QR1K1 b - - 2 14,141.0
7r/2rk2pp/1Bb1pn2/1p1p4/p2P1P1P/4PP2/PPR5/1KR5 b - - 7 29,318.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-25.0
r1bqkb1r/ppp1p2p/2n2np1/3p1pN1/5P2/2NP4/PPP1P1PP/R1BQKB1R w KQkq - 2 6,-34.0
r3k1nr/pp2bp2/1q1p2p1/2p4p/2PpP1b1/1P1P1N2/P2BBPPP/R1Q2RK1 w kq - 0 13,144.0
6k1/5p1p/ppq3p1/2pb1p2/3p1P2/PP1P4/2PB1QPP/4r2K w - - 0 31,-70.0
r3kb1r/ppp2Npp/2n1Bn2/4P3/4pB2/8/PPP3PP/RN2K2R w KQ - 5 13,701.0
2k3r1/pp3p2/2p1q3/2b1pN2/2P1Pn2/P1N2P1r/1PP1Q3/3RKR2 w - - 4 27,-528.0
rnbqk2r/ppp2ppp/4pn2/6B1/1bBPP3/2N5/PP3PPP/R2QK1NR b KQkq - 4 6,-23.0
1r6/p1p5/2p5/2Pk4/PP1p1PP1/3Pn2p/7K/2R1R3 w - - 1 33,477.0
r2qr1k1/ppp3pp/2n1b3/2Q1p3/2B2p2/1P2P1P1/PBPP3P/R3K1NR b KQ - 1 14,-463.0
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-17.0
1k1r2r1/pp5Q/3b4/4p3/6q1/P1B1P3/3P1P1P/R4K1R w - - 1 28,0.0
3rr3/ppkbb1p1/3p2pp/2p5/2B1N3/4R1PP/PPP3P1/2K1R3 w - - 9 23,-52.0
5rk1/3B3p/8/pp6/2p1P3/2P1P1KP/PP6/3R4 w - - 0 30,693.0
rnbqkb1r/pppp1ppp/4pn2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,0.0
8/5p1k/5ppp/5N1N/p1b5/4P2P/3b1PPK/r7 w - - 0 29,-624.0
q3r3/4ppkp/p5p1/1p4Qn/2pPP3/P1N2P2/1P3P1P/5RK1 b - - 1 22,38.0
3qk1nr/5ppp/2b1p3/3pb3/3P4/P3QN2/1r3PPP/RN3RK1 w k - 0 15,80.0
2k3r1/p1pr1p1p/8/1R6/5Bb1/6P1/PPP4P/6K1 w - - 1 25,-537.0
rnb1k1nr/pp1p1p1p/4pqp1/8/3PP3/5NP1/P1P2PBP/R1BQK2R b KQkq - 0 8,-371.0
2r1qrk1/1p2bpp1/p1npb1np/3Np3/4P3/PP3NB1/2P1QPPP/3RRBK1 b - - 2 17,-35.0
r3k2r/3n1p2/1qppb2p/p3p1p1/PpP1P3/1PbP1PN1/2BNK1PP/1R1Q1R2 b kq - 6 20,356.0
8/4kpbp/2rNp1p1/8/1P6/2P5/5PPP/2RR2K1 b - - 0 41,-542.0
rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,8.0
r2q1rk1/p1pnb1pp/1p2p1n1/3p4/3P1P2/2P2N2/PPB3PP/R1BQ1RK1 b - - 1 14,-198.0
r3kb1r/p4pp1/1qp1p2p/8/1P1Pb3/P3PN2/4BPPP/R2QK2R w KQkq - 1 14,334.0
7k/3p2p1/4p3/p1B2nPB/1pP4P/1P4b1/P6r/1K3R2 b - - 0 32,24.0
r4b2/6p1/p5k1/4p1q1/8/P1P3PQ/5P2/1R4K1 b - - 0 27,353.0
rnbqkbnr/p2p4/4p2p/2p2pp1/1p2P3/1PPP1NPP/PB1N1PB1/R2Q1RK1 w kq - 0 12,592.0
2r1k2r/pp3ppp/4bn2/2b5/3N4/2P5/PP2BPPP/R1B2RK1 b k - 0 14,-46.0
r4bk1/5ppp/2ppb3/1p2pN1n/rP2P3/P2P3P/1B1N1PP1/R4RK1 w - - 6 23,-153.0
r2r4/pp2kp1p/5np1/4B3/4P1P1/1P6/P2PpP1P/R3R1K1 w - - 1 20,213.0
rnbqkbnr/ppp2ppp/8/3pp3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,-42.0
r1bqk1nr/pppp1pbp/2n1p1p1/8/3PP3/2N2N2/PPP1BPPP/R1BQK2R b KQkq - 3 5,-73.0
4r3/p1p2kp1/1pP2bp1/3p4/1P1Pq2r/PQ2B3/5PPP/2R1R1K1 w - - 4 28,293.0
r1bqk2r/p4ppp/1np1p3/4Pn2/3P1Q2/2NB1N1P/PP3RP1/R5K1 b kq - 6 18,-250.0
r1bqkb1r/ppppnp1p/2n3p1/1B2p3/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 5,-59.0
2kr3r/ppq2p2/4pQ2/3p4/8/1P1P2bp/P1P2P2/RN3R1K w - - 0 19,190.0
r1bq1rk1/pppnbppp/4pn2/3P4/3P4/2N1PN2/PP3PPP/R1BQKB1R w KQ - 1 7,237.0
r1bqk3/1ppp1pp1/p2b3r/4p3/2B1P2n/2NP1N2/PPP2P2/R2QK1R1 w Qq - 0 13,236.0
5rk1/5pp1/8/6Q1/3P4/P2q4/1P3PR1/4r1K1 w - - 3 36,-619.0
r1bqrnk1/pp2ppbp/2P3p1/2Pp4/3P2n1/2N1PN2/P3BPPP/R1BQ1RK1 b - - 0 11,-129.0
rn1qk1nr/pp3ppp/2p3b1/3p4/1b1P2P1/2NBBN1P/PPP2P2/R2QK2R b KQkq - 3 9,21.0
r1b2rk1/ppp2pp1/2n4p/3qp3/8/P1BP1N1P/1PP2PP1/R2QK2R b KQ - 0 11,80.0
r1bqkbnr/ppp1pppp/2n5/4P3/8/2PB1N2/PP1P1PPP/RNBQK2R b KQkq - 0 5,496.0
r5k1/1pqb2pp/8/p1P1prQ1/P1P2p2/2P5/3B2PP/R4R1K w - - 2 26,-504.0
rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,-10.0
r4rk1/2p2ppp/p1n5/1p2pq2/5n2/1BPP2RP/PP1Q1PP1/RN4K1 w - - 3 18,-78.0
rn3k1r/pp2q1b1/5npp/2p5/2B3b1/5Q2/PPPP1PPP/RNB2RK1 w - - 2 11,-267.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,34.0
2kr2r1/pp1b1p1p/2q1p3/8/8/3R4/P1PQ2PP/3R3K w - - 12 23,-14.0
r4rk1/1bq2ppp/pp2pb2/2p5/2B5/2PP1N1P/PP2QPP1/3RR1K1 b - - 3 16,94.0
2r1r1k1/5ppp/p3pb2/1p1p3q/3N4/2P1BP2/PPBKR3/R2Q4 w - - 3 32,541.0
6k1/ppp3pp/5b2/5N2/1Pb1pN2/P3P3/2Pr1PPP/4R1K1 b - - 3 21,153.0
r3k2r/pppq1pp1/5n1p/n2Pp3/8/P1b2N2/1PPP1PPP/R1BQK2R w KQkq - 0 11,-16.0
8/6k1/p6p/2pPp1p1/2P3P1/PR4KP/4r3/8 w - - 0 40,343.0
1r4k1/p1q1b1p1/2p1p1p1/2Pp2P1/3P1P2/4P1n1/P1Q3K1/R3R3 b - - 4 27,313.0
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,56.0
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,-30.0
8/p7/2R4p/4r1k1/8/PPK1n2P/8/8 w - - 3 44,-240.0
5rk1/pp4p1/8/bP3P2/2P1n1P1/P2R3R/7P/7K b - - 0 33,12.0
r4rk1/p2n1pp1/1qp2n1p/5b2/3P1BP1/2P4P/P3Q3/2KR1B1R b - - 0 21,736.0
r1b2rk1/1p3p1p/1bp3p1/p2pP3/3P1P1q/P4Q1P/1PB3PN/3R1R1K w - - 5 28,205.0
2rq1rk1/p2n1ppp/1p1bp3/2p5/P2PB3/2P3P1/1P3P1P/R1BQR1K1 b - - 0 14,-28.0
8/pp5k/6pp/5p2/P1Bb3P/5K1P/5P2/8 b - - 2 38,19.0
rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,18.0
r1b1kb1r/p1p3pp/1p3q2/1P1p1p2/8/P7/R1QPPPPP/1N2KBNR b Kkq - 1 11,-287.0
2kr4/1p4pp/1p3n2/1P3b2/8/B3PN2/R4PPP/3r1RK1 w - - 0 25,267.0
rn2kbnr/p1ppq3/1p2pp2/4P3/3P2p1/2PBB1P1/PP1N1PKP/R2Q1R2 w kq - 1 16,449.0
r1bq1rk1/pp2bppp/2n2n2/3p4/3P4/2NB1N2/PP3PPP/R1BQ1RK1 w - - 6 10,35.0
8/1p2n1r1/1kpp1p2/4p1nR/PPB1P3/3P4/4KP2/6R1 b - - 0 28,-221.0
2rq1rk1/p3pnbp/2p3p1/1p2Pp2/Q1bP1P2/2N1BN1P/PP4P1/R2R2K1 w - - 0 18,192.0
r3kbnr/1ppq1ppp/p1n1p3/1B2P3/3p2b1/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 8,-7.0
r1bq1r1k/1p5p/p2b1p1N/3p1p2/3Q4/2P4P/PP3PP1/R1B1R1K1 w - - 0 20,355.0
r1r4k/1p4pP/4bq2/4np2/3Q4/Pp1B2P1/1B3P2/1K1R3R b - - 2 26,-67.0
r4rk1/pp1b1p2/2n1p2p/q5pn/2P5/P1Q1PNB1/6PP/R3KB1R w KQ - 2 19,-71.0
rnbqkbnr/pp3ppp/2p1p3/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,-16.0
rnb1kb1r/pp2pppp/2p2n2/2qpP3/8/3B4/PPPPQPPP/RNB1K1NR w KQkq - 1 6,315.0
rnbqkbnr/pp1p2pp/4p3/2p5/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 4,55.0
r2q1rk1/5pp1/p2pp2p/1p1n4/3Pb3/P1R1PN1P/1P1QBPP1/5RK1 w - - 4 19,-10.0
r1bqk1nr/p1pp1ppp/2p5/2b1p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,17.0
r1bqkb1r/p1pp1pp1/1pn2n1p/4p3/4P3/2PP1N1P/PP3PP1/RNBQKB1R w KQkq - 0 6,10.0
rnbqk2r/ppp2ppp/3p4/2b1p3/4P1n1/1BNP4/PPP2PPP/R1BQK1NR w KQkq - 2 6,-11.0
rnbqkb1r/pp3ppp/1n1Pp3/8/2Pp4/2N1B3/PP3PPP/R2QKBNR w KQkq - 0 8,316.0
r4r2/7p/6nk/pp3p1b/8/PB3PR1/1P1B3K/8 b - - 2 34,599.0
r1bqkbnr/3ppppp/p1p5/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,60.0
8/8/1p3p1k/p1p1nPpP/P1Pq2P1/1P2R2P/4R3/5K2 w - - 1 43,-373.0
8/p7/1r6/8/3n4/6k1/1K1R2P1/8 w - - 9 57,-259.0
r1bqk1nr/p4ppp/1pn1p3/3p4/3P4/P1P1P3/5PPP/R1BQKBNR b KQkq - 0 8,31.0
3r2k1/p4ppp/4p3/4Nn1P/4B3/1P1P2P1/P2KPP2/2R5 w - - 3 28,649.0
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-10.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,43.0
r1bqkb1r/pppp1ppp/2n2n2/4p3/6P1/2N1PQ2/PPPP1P1P/R1B1KBNR b KQkq - 0 4,124.0
4r1k1/6pp/4p3/8/1R1Pp1Q1/1P4PP/1qr2P2/5RK1 b - - 2 28,-12.0
r1bqk1nr/pp1nbppp/2pp4/3Pp3/2P1P3/2NB1N2/PP3PPP/R1BQK2R b KQkq - 0 7,-90.0
r1bqkb1r/1pp4p/p1n3p1/3p4/3PpB2/P1N1P3/1PP1B1PP/R2QK2R b KQkq - 1 12,-27.0
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-31.0
5R2/2pk1R2/1p1p4/p5p1/P1P5/1P2K3/6rr/8 b - - 5 44,547.0
rn3rk1/pp4qp/1bp3p1/4P3/3PP3/2N2P1P/PP1B4/R2QK2R w KQ - 4 22,372.0
8/4r2p/p1k3p1/P1P2pP1/3P1P2/3Kp1P1/1R6/8 w - - 4 43,596.0
rnbqkb1r/ppp2ppp/5n2/4p3/4p3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 5,-190.0
r2r2k1/p1p2ppp/1p3q2/3Q4/1b1P4/4PP1N/PP4PP/R3K2R w KQ - 3 15,-692.0
r1bqk2r/ppp2pp1/2np1n1p/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 w kq - 0 7,23.0
r1bqkbnr/pppp1pp1/2n4p/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,-31.0
r1bq1rk1/1p2bppp/p1n1pn2/2p5/8/P1NP1NP1/1P1BPPBP/1R1Q1RK1 b - - 1 11,15.0
7k/p3r2p/1pB5/2nP4/2P2bP1/P7/1P3P1P/RN3K1R w - - 1 24,738.0
2q3k1/7p/p3p1p1/4Nr2/2P5/8/P3QPPP/2R2RK1 b - - 0 24,-975.0
8/1r6/3pk3/4p3/8/K2PP3/2PB4/8 w - - 3 39,-18.0
r2qr2k/4n1p1/p1np2bp/1p1p1pN1/1P1P1B1P/2P3P1/PQ3PB1/R3R1K1 w - - 0 19,138.0
rnbqkbnr/ppp2ppp/4p3/8/4N3/7N/PPPP1PPP/R1BQKB1R b KQkq - 0 4,10.0
r2qkb1r/1bpp1pp1/1p2p2p/p7/3PP3/1PN2NP1/1PP3PP/R2Q1RK1 b kq - 0 12,65.0
r4rk1/1pp1qppp/p1N1bn2/2b5/8/P2RP1P1/1PQ2PBP/R1B3K1 b - - 0 15,401.0
4k3/4p3/p1Np1p2/2pP1P2/4r3/1K4R1/1P6/8 b - - 2 44,-357.0
r5k1/2p3pp/7r/2B1R3/5pP1/1P1P1P1P/P1P5/R6K w - - 3 30,646.0
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-32.0
rn1q1rk1/2ppbppp/p3pn2/6B1/B2Pb3/2P2N2/PP3PPP/RN1QR1K1 b - - 2 9,-36.0
2k1r2r/pp1b1p1p/1qnb4/2pp1n1R/2P1p3/B7/P2PPP2/1N1QKBN1 b - - 0 23,937.0
rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,24.0
r1b1k1nr/3n1pb1/pq2p1pp/1p1pP1B1/2pP4/1PN2N2/P1P1BPPP/R2Q1RK1 w kq - 0 13,89.0
rnb2rk1/1p3ppp/8/p2qp3/1b6/3P1N2/PP1BQPPP/R3KB1R w KQ - 2 11,-85.0
r4rk1/qp1N1p2/4p1p1/3pP1Nn/pp1n1P1Q/3B4/P1P4P/R4RK1 w - - 1 21,616.0
rnb1k2r/ppppqpb1/4p1pn/4P1Np/3PNP2/3BB1P1/PPPQ1K1P/R6R b q - 16 13,-97.0
8/ppk5/2p1P1qp/5p2/1P2nPp1/P5P1/5KQ1/R6R w - - 1 37,485.0
7r/pp6/5k2/2R5/2p2P1p/5K1P/P1P2P2/8 b - - 1 32,-285.0
r2k4/pb1nbp1p/1q5B/1PpP4/4B3/P1N4P/1PQ2Pr1/2KR3R b - - 1 23,-495.0
r1qr2k1/5pb1/p4ppp/1p3b2/1Q1p4/1P1P1BN1/P1P2PPP/2R2RK1 b - - 1 21,25.0
rnbqkb1r/pp1p3p/2p2ppn/4p3/2B5/3QP3/PPPP1PPP/RNB1K1NR b KQkq - 1 6,174.0
2r5/4k1b1/p2p1qpp/3bB3/Q7/P5NP/1PP3P1/R3R1K1 b - - 0 28,-455.0
r1bqkbnr/1p3ppp/p7/7Q/2Bpp3/1P6/PBPP1PPP/RN2K2R b KQkq - 1 10,-157.0
r4rk1/ppp1bpp1/5q1p/2p5/1P2Pp2/P2P1N2/Q4PPP/1N2K1R1 w - - 0 19,-430.0
2k1r3/p1p2ppp/1p6/4b3/1P2P3/P3B3/5PPP/3R3K w - - 1 26,-7.0
6k1/b4ppp/2p5/2P3N1/1p1P4/2r2P1P/bNK3P1/4R3 w - - 2 38,208.0
rnbqkbnr/pppp2pp/4p3/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,50.0
rn1k3r/ppp1p1Np/6pB/8/2pP4/8/PPP2PqP/R2QK2R w KQ - 0 13,450.0
r1bqk1nr/pppp1ppp/2n5/2b5/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq - 4 5,39.0
r2qkbnr/1bp2ppp/p2p4/np2p3/4P3/1BP2N1P/PP1P1PP1/RNBQK2R w KQkq - 1 8,43.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,29.0
rnbqk1nr/pp4b1/2p1p2p/3pPpp1/3P4/1PNB1N2/P1P2PPP/R1BQR1K1 w kq - 0 10,206.0
r2qkb1r/pp3p1p/2pp2p1/3N4/2Bp2P1/3Q4/PP1P1KP1/2B4R w kq - 0 16,486.0
rnbqkbnr/3p1ppp/p3p3/1p6/2p1P3/2P2N2/PP1PBPPP/RNBQK2R w KQkq - 0 6,64.0
1r2kb1r/4n1p1/p1pp1pbp/q1p1p3/4P1PB/1PNP1N1P/PKP1QP2/3R3R w k - 0 15,40.0
r2q1rk1/p4pp1/2p2b1p/8/1P1pPQ2/P2B4/2P1b1PP/R4RK1 w - - 0 19,-511.0
r5k1/pp2qppp/8/8/2P3Q1/2Pn1P1P/P4KB1/4R3 w - - 0 25,-714.0
8/6p1/8/8/4Np2/R4P1P/4k1PK/1r1q4 w - - 0 60,500.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-21.0
r2qk2r/pp2bppp/4pn2/3p4/2P5/1P1bPN1P/PB1N1PP1/2RQK2R w Kkq - 0 12,13.0
r7/3P4/7p/2N3pk/2K2p2/P6P/2N2PP1/8 b - - 0 45,-711.0
rnbq1rk1/pppp1ppp/5n2/4p3/1b2P3/2NP1N2/PPP2PPP/R1BQKB1R w KQ - 3 5,-22.0
rr4k1/5pbp/2p1p1pn/p1B5/5P2/2NP1N1P/PP6/2K3R1 b - - 1 23,406.0
5r1k/pp1qb1p1/2np4/2p1pN2/1P6/P1PP2QP/4RPP1/1NB2RK1 b - - 0 19,-665.0
r2qr1k1/ppp2p1p/6p1/2P1bb2/3pN3/P2Q1P1P/1P4P1/R3R1K1 b - - 0 20,593.0
rn1qkbnr/ppp2pp1/4p2p/3P1b2/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,-106.0
r1b1kb1r/pp1ppppp/1qn5/4P1N1/3P4/2P2Q2/Pn3PPP/RNB1K2R b KQkq - 1 10,263.0
rnbqkb1r/5ppp/p1p1pn2/2Pp4/N2P4/4P3/1P3PPP/R1BQKBNR w KQkq - 1 8,185.0
5rk1/2R1bpp1/3p2qp/1r1B4/pP1pP3/P2P1N1P/5P2/3Q1R1K b - - 2 20,-547.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,21.0
8/Rp2kp2/2p5/2P1pPP1/8/1r3K2/8/8 w - - 1 43,0.0
r1b1k2r/pp3ppp/1qn1p3/4P3/3Pp3/P1B2N2/1P3PPP/R2Q1RK1 w kq - 0 14,310.0
rn2k2r/pq2b2p/1pp1p1p1/2P2p2/1Q1P2N1/4P3/P3BPPP/R1BR2K1 b kq - 0 17,-466.0
2r1kbBr/ppBb2pp/3p4/5p2/3pP3/8/PPP2PPP/RN1QK1NR b KQk - 0 9,-920.0
r2qkbnr/ppp1pppp/2n5/3p4/3P2b1/4PN2/PPPN1PPP/R1BQKB1R b KQkq - 0 4,-39.0
rn3rk1/2q2p1p/1Qp3p1/p4p2/2P5/P2P1B1P/5PP1/1R2R1K1 b - - 0 19,-150.0
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,32.0
rn2kb1r/pp3ppp/2pp1n2/q3P3/4P1b1/2NB1N2/PPP2PPP/R1BQ1RK1 b kq - 0 7,-58.0
r2q1rk1/1pp1bppp/n2pbn2/4p3/Q1P1P3/3P1P2/PB4PP/RN2KBNR w KQ - 0 11,-316.0
r3kb1r/pp2pp1p/1nppb1p1/7q/2PP1Pn1/2N1PN1P/PP1BB3/R2QK2R w KQkq - 0 13,72.0
r4rk1/pb2npbp/1pq5/2pp1p2/2NP2p1/1PPNPB2/P4PPP/2RQ1RK1 w - - 0 17,-209.0
3r2k1/p3q1pp/4p3/1Q6/2p1p3/7P/P1P3P1/5R1K b - - 0 37,102.0
r1bq1rk1/3p1ppp/p1p2n2/4p3/1b2P3/2N5/PPPBBPPP/R2Q1RK1 w - - 6 10,12.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-18.0
3r1rk1/p5p1/1p5p/2pp4/8/1P2BPPP/P4R2/6K1 w - - 0 28,-539.0
6r1/pk6/5pp1/2R1p3/2N5/1P6/PBP2P1P/6K1 w - - 0 29,811.0
rn2k2r/3bn2p/4p1p1/p4p2/2P5/4P3/P1B1N1PP/5K1R b kq - 0 24,812.0
r7/pp1bR1p1/6p1/2kp2N1/5RPr/1P6/P1P4P/6K1 b - - 4 25,0.0
2k1r2r/pp6/5p2/B1p1b1pb/2PpP3/1P1K4/P5P1/5R1R w - - 2 34,-596.0
3q1rk1/1b1n2bp/1p1Npnp1/p2p4/3P4/4BN2/PP2BPPP/2Q2RK1 b - - 0 16,-143.0
2r3k1/1p1bbpp1/pq2p2p/3pP3/1PnP4/P3BN2/3QNPPP/5RK1 w - - 1 19,-247.0
r1b1kb1r/pp1n1ppp/1qn1p3/2ppP3/3P4/2PBBN2/PP3PPP/RN1Q1RK1 w kq - 4 9,90.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-28.0
r3kbnr/p2q4/2np2p1/1p1Np1Np/4P1p1/1B3P2/PPP3P1/R1BQK2R b KQkq - 0 13,-604.0
r2q1rk1/pbp2pnp/1p2p1pQ/3pn3/8/2N5/PPPPBPPP/R1B2RK1 b - - 3 14,274.0
1n4k1/3q1ppp/3pr3/2pP2B1/1pP5/rP4QP/5PP1/2R1R1K1 b - - 4 23,-283.0
2r2rk1/p5pp/7q/4p3/4b2P/1P2P3/P2R3R/2K3Q1 w - - 1 28,-584.0
r4qk1/pbpp2pp/1p2p3/n3N3/3P4/2PB2Q1/P1P3PP/R1B2K2 w - - 1 16,606.0
rn1qkbnr/pp3ppp/2p1p3/3p1b2/3P4/2P1P3/PP1N1PPP/R1BQKBNR w KQkq - 0 5,-35.0
r3kb1r/1p3pp1/3p3p/p1pPp3/PnP1P2q/2N2bN1/1P1Q3P/R1B1KB1R w KQkq - 4 13,248.0
8/6kp/6p1/8/8/nBr4P/2p2PP1/2R3K1 b - - 0 49,609.0
3r2k1/8/4qp1p/2p3p1/P1Pb1p2/5N1P/2Q2PP1/4R2K b - - 1 35,-170.0
r2q1r2/ppp2pk1/3p1n2/2b2PB1/2n5/8/PPP2PPP/RN1Q1RK1 w - - 0 14,203.0
r5k1/1b6/p3p2R/1pq1Pr2/4pP2/P7/1P4PP/1B3R1K b - - 2 28,838.0
r1bqk2r/ppppbppp/2n2n2/8/2BNP3/8/PPP2PPP/RNBQ1RK1 b kq - 0 6,-39.0
