fen,score
6r1/ppN1bk1p/3p1p1B/1B2n3/8/3P3P/PPP2RP1/3R2K1 b - - 0 19,-968.0
3r4/5p2/4pPk1/2p4R/p2pN1KP/PP6/2P5/8 w - - 2 38,583.0
r2r2k1/2p2pp1/4pq1p/pp1bN3/3P1P2/2P1Q1P1/1P1R3P/2K3R1 w - - 0 23,-81.0
r1b1qrk1/4ppbp/p4np1/1pn3B1/7P/2NBPN2/PPQ2PP1/2KR3R w - - 0 13,-192.0
r1k5/3n4/5pQ1/pp1pq3/3P4/8/PP2B1PP/RNB2RK1 w - - 0 24,1782.0
r1b1k1nr/pp1p1pbp/1qn1p1p1/8/3P4/1PP2N2/P2BBPPP/RN1Q1RK1 b kq - 2 9,-15.0
2k1r2r/pp1n1Npp/8/1Bbp1b2/8/8/PP3PPP/R1B1R1K1 w - - 1 16,226.0
2kr2r1/ppq1bB2/2p2n2/5QPp/P3p2P/8/1PP1NPK1/R4R2 b - - 1 20,-447.0
r4rk1/p4ppp/2p1nn2/2qp4/4pN2/P1N1P3/3B1PPP/R2Q1RK1 w - - 3 16,416.0
r4rk1/pp1qn1b1/2n1b1pp/2p1p3/3pPP2/P4NPP/1PP1N1BK/R1BQ1R2 w - - 0 16,-81.0
5rk1/1b3ppp/r3p1n1/1p1p4/3R4/1B4P1/PBP2PP1/4R1K1 b - - 1 24,79.0
r2q1rk1/pp2bppp/2npb1n1/4p3/1PP5/2N2NP1/3PPPBP/1RBQ1RK1 w - - 1 11,157.0
rn2kb1r/pb1p1p1p/1pp2p2/4p3/2B1P3/3P4/PPP2PPP/RN2K1NR w KQkq - 0 8,-16.0
r4rk1/pppn1pp1/5q1p/7b/2BP4/4PN1P/P4PP1/2RQ1RK1 b - - 2 15,-24.0
8/6Rr/4kP1P/6K1/8/8/8/8 b - - 10 72,-2162.0
2B4r/p3bkp1/1p1p3p/3R4/8/2PR4/PP3PPP/2K5 w - - 0 23,670.0
r2qk1nr/p1ppb1p1/1pn1p1bp/4P3/1PN5/2P1BN2/P3BPPP/R2Q1RK1 w kq - 7 13,379.0
r2k3r/ppp3p1/2n3np/2N5/3P1b2/2P1BP2/PP3P1P/R4RK1 b - - 2 18,263.0
8/7p/1Q2kpb1/3p4/3P4/1KP4P/1P6/8 b - - 2 38,-683.0
r1bqk2r/ppp2ppp/4p3/2b1n3/5N2/2N2P2/PPQ3PP/R4RK1 w kq - 0 17,-613.0
r2qkb1r/pppb1ppp/3p1n2/8/2BQP3/8/PPP2PPP/RNB1K2R w KQkq - 4 8,52.0
q1r3k1/1pQ2npp/1pb1Np2/8/3PP3/2P2BP1/7P/3R2K1 w - - 3 25,7.0
rr4k1/5pp1/7p/3q3B/1p1Pp3/1P2Q3/PB4PP/R4RK1 b - - 1 29,-524.0
rnbqkb1r/p1pp1ppp/1p2p3/4P3/2P5/8/PPBP1PnP/RNBQK1NR w KQkq - 0 7,-206.0
rnbq1rk1/pp2ppbp/5np1/3p4/3p4/1P1BPN2/PBPN1PPP/R2QK2R w KQ - 0 8,-41.0
r1bqkb1r/ppp2ppp/n3pn2/1N1p4/3P1B2/P7/1PP1PPPP/R2QKBNR b KQkq - 0 5,5.0
r6r/pp3pkp/8/3p4/4n3/NP2P1P1/Rn2KPBP/7R w - - 4 19,515.0
2r3k1/2qb1p1p/p1nb2p1/1p3pP1/3P1P1P/2PB2K1/PBQ1r3/RN2R3 w - - 0 25,95.0
r1bqk2r/ppp2ppp/3p1n2/4P3/4P3/2P4N/PP3PPP/nNBK1B1R b kq - 0 11,998.0
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,63.0
r5k1/4bpp1/3p3p/2pn4/8/5PN1/1P4PP/2B1R1K1 b - - 1 21,226.0
rn1qk2r/pbp1bppp/1p2pn2/3p2B1/2PP4/2N1PN2/PP2BPPP/R2QK2R b KQkq - 2 7,-15.0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-26.0
rn2kb1r/pbqp1ppp/1p2p3/3nP1B1/2pPN3/5Q2/PPP1BPPP/R3K1NR b KQkq - 1 9,17.0
5rk1/prq1nppp/4p1b1/2ppN3/3P1P2/PP2PQ2/3N2PP/R4RK1 b - - 6 17,177.0
r3kbnr/ppqb2pp/2n1p3/3pP3/P2P3P/5N2/1P4P1/RNBQKB1R b KQkq - 0 10,34.0
r1bqkb1r/pppp1ppp/5n2/8/3Q4/2N5/PPP1PPPP/R1B1KB1R w KQkq - 1 6,113.0
r2q1rk1/1bpn1p1p/pp1p1np1/1P2p3/P1P5/2P1P3/1BQ2PPP/1R2KBNR b K - 0 12,465.0
rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,67.0
rn1qkbnr/1p1b1ppp/4p3/pB1p4/3P4/P1NQ4/1PP2PPP/R1B1K1NR b KQkq - 3 7,-10.0
rnbq1rk1/pp2bppp/2pp1n2/4p3/4P3/1BNP1N1P/PPP2PP1/R1BQK2R b KQ - 1 7,-3.0
rn1q1k1r/pp3p1p/3p4/2pn1B2/4Q3/8/PPP2PPP/RN3RK1 w - - 5 14,567.0
r5k1/2p2ppp/1p1npq2/3p4/3P1PPP/2P1N2Q/r4P2/2KR3R w - - 1 21,-642.0
1r3rk1/4qppp/pQb1p3/3pP3/P1p5/2P5/1P3PPP/R3R1K1 w - - 0 23,-264.0
rq1r2k1/pb2bppp/1pn1pn2/1N6/2BP4/P3BN1P/1P2QPP1/2RR2K1 b - - 0 15,-17.0
r2qk2r/ppp3p1/2np1B1p/2b1p2b/2B1P3/2N2N1P/PPP2PP1/R2Q1RK1 b kq - 0 11,-95.0
r2qkb1r/p1p2ppp/2pp1n2/4p3/4P3/2NP1Q1P/PPP2PP1/R1B1K2R b KQkq - 0 8,-40.0
rnbqk1nr/ppp1bppp/8/3p4/4P3/5NP1/PPPP4/RNBQKB1R w KQkq - 0 6,-150.0
2k2r2/p7/Pp1ppqpp/1Pp1P3/2P3Q1/3P3P/6P1/4R2K b - - 0 29,-55.0
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,12.0
r3kbnr/p1ppqppp/1pn1p3/4P3/2BP4/5Q2/PPP2PPP/RNB2RK1 b kq - 4 7,-194.0
8/4kpbp/2rrp1p1/1N6/1P6/2P5/5PPP/2RR2K1 w - - 0 41,523.0
r2q1rk1/4bp1p/p1n2np1/2p1p1B1/Pp1pP3/2PP1QNP/1PB2PP1/R2R2K1 w - - 0 21,24.0
rnbqkbnr/ppp2ppp/4p3/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,9.0
8/3b1k2/p2p2p1/1p1P4/2p1P3/6P1/2K4P/1n6 b - - 5 39,1244.0
3rr3/pp2qp1k/8/4n3/3N4/2P5/P5P1/R4RK1 b - - 1 26,1667.0
8/pp1k1r1p/3Ppp2/8/3R1P2/5K2/Pr5P/2R5 b - - 1 30,-155.0
r1bqkb1r/p2n1ppp/1pn1p3/2ppP2Q/3P4/2P2N2/PP3PPP/RNB1KB1R b KQkq - 2 8,-47.0
4r1k1/1b1nP3/p7/1p1p1R2/1P1P4/r7/4N1P1/6K1 w - - 1 32,-664.0
r1b2rk1/pp1nn1pp/2pb4/q2p1p2/3P1P2/PN1BB3/1PP1Q1PP/2KR2NR b - - 2 11,-5.0
r1bqkb1r/pp3ppp/2p2n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R w KQkq - 0 7,9.0
r1bqkb1r/ppp2ppp/2n1p3/3pPn2/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 2 6,-39.0
5rk1/1bq1bppp/2p1p3/1pPnN3/1P1P4/2B4P/2B2PP1/Q3R1K1 b - - 6 21,-83.0
r2q1rk1/ppp1bppp/3p4/3Pp3/2Pn4/3P1B1P/PP1B1PP1/R2Q1RK1 b - - 0 12,17.0
6r1/pR5Q/1pq5/4P3/3p2P1/Pkp4P/1P2B3/6K1 w - - 0 31,601.0
5k1r/pbpp1p1r/1p6/2nP4/2BQ2P1/2N3b1/PPP3P1/R4RK1 w - - 1 21,324.0
r3kb1r/pp3ppp/4pn2/3pN3/3P1BP1/2P4P/P2NKP2/R7 b kq - 0 17,430.0
8/6p1/4k3/4N3/p1p2p2/P1Pb1P1P/r5P1/2R1bN1K w - - 1 41,273.0
r2q1r1k/p1p1b1pp/2pp1pb1/4p3/4P1PP/P2PBN2/1PP2P2/R2QK2R w KQ - 0 14,31.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,39.0
r3k3/ppqn1p2/2pbpp2/8/PP1P3r/2PQBb1P/5PB1/R3K2R w KQq - 0 16,-80.0
rnb1kb1r/pp3p1p/1qp1p1pn/3pP1B1/2PP4/2N2N1P/PP3PP1/R2QKB1R w KQkq - 2 9,256.0
r1b2rk1/pp1nppbp/1qnp2p1/3N4/2BPP3/5N1P/PP3PP1/R1BQR1K1 b - - 4 11,-124.0
1k1r3r/1p2qpb1/p1pnp1p1/7p/P2PB2P/1QP3B1/1P6/1K1R1R2 w - - 6 29,237.0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-31.0
8/ppN5/3p4/1P2k1p1/P1PpP3/3K2P1/8/8 b - - 0 40,-716.0
r1bqk2r/1pp2pb1/p1n1p2p/2P3p1/3PQ3/4P2P/PP3PPB/R3KBNR b KQkq - 0 11,-217.0
r1bqkbnr/ppp2ppp/2np4/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,-31.0
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,39.0
1b2r1k1/1p3ppp/p1b5/2P5/1P1Rp2P/P3P1P1/5PK1/8 w - - 5 39,-665.0
7k/pQ4p1/5b1p/8/P6P/6P1/1P4K1/8 b - - 0 33,-790.0
1k1r4/ppp2ppp/8/7b/3P4/6P1/PPP4P/2K2R2 w - - 2 25,-504.0
8/8/5k1p/6p1/RP4P1/6KP/1r6/8 b - - 4 46,0.0
r2k1b1r/1pp1p2p/3pPp1p/1p6/4P3/8/PPP2PPP/R4RK1 w - - 0 16,-419.0
r2qkb1r/ppp3pp/4p3/3np3/2Bn4/5Q2/PPPP1PPP/RNB2RK1 w kq - 2 9,146.0
rn1qr1k1/1p1b1ppp/1b2pn2/pP1p4/P2N4/B1P3P1/3NPPBP/R2Q2KR w - - 3 14,34.0
6k1/1p6/p1pB4/3p3p/3b2bP/6QB/PPP5/6qK w - - 3 34,479.0
8/p4kp1/2pp4/3b3p/3P3P/P3r3/5R1K/2R5 b - - 1 36,0.0
r1bqk2r/p4pp1/n1pp1n1p/1pb1p3/Q1P1P3/2NPB3/PP3PPP/R3KBNR w KQkq - 0 9,-24.0
r1bqkbnr/1p1ppppp/p7/2pB4/1n2P3/8/PPPP1PPP/RNBQK1NR w KQkq - 4 5,3.0
8/2RP4/8/p7/6k1/2P4p/P4P1P/3r1K2 w - - 1 42,3486.0
2kr1br1/1bpq3p/p3p2p/1p1pP3/3Q4/P5PP/1PP1BP1K/RN2R3 b - - 2 15,88.0
8/4Q1k1/6p1/5p1r/8/5P2/5P2/5K2 b - - 3 56,-710.0
rnbqk2r/p3n1b1/2p1p1pp/1p1p1p2/3P4/3BP3/PPP2PPP/RNBQK1NR w KQkq - 0 10,-3.0
r1bqk2r/pp1p1pp1/2nbpn1p/2p5/2B1P1P1/2PP3N/PP3P1P/RNBQ1RK1 b kq - 0 9,113.0
1r1r2k1/p3pp1p/6p1/2P5/1p2pPP1/4P3/P5P1/b3BK2 w - - 0 24,-1289.0
r7/kpp2Q2/p1n5/4p3/2B1P3/1P2P3/P1P3PP/3R2K1 b - - 0 25,-939.0
rnbqkbnr/ppp2ppp/3p4/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq - 0 3,-32.0
rn2kb1r/ppp1pppp/8/3qpb2/8/3P1N2/PP2BPPP/RNBQK2R b KQkq - 0 7,-287.0
2kr3r/pp1b2pp/1q2p3/2bpP3/4n3/2P5/PP2B1PP/RNBQ1R1K w - - 1 14,-189.0
2b3r1/8/2n5/pp1k1p1n/3P3P/1P3NP1/P1P2P2/2KR1B1R w - - 0 26,729.0
rn1qkbnr/p1pb1ppp/1p1p4/1B6/3NP3/8/PPP2PPP/RNBQK2R w KQkq - 2 6,141.0
rn2kb1r/1b3p2/p2p1q2/4p1p1/1PB1P2p/P4Q1P/2PN1PP1/R1B1K2R b KQkq - 1 15,-199.0
rnbqkbnr/pp1ppppp/8/1Bp5/4P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,12.0
4rrk1/7p/p2p1pp1/1pN5/1P1pP3/P5P1/1P2qRPP/R5K1 w - - 0 26,2.0
rnbqkbnr/pp1ppppp/8/2p5/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq - 0 2,42.0
r1bqk1nr/1ppp1pp1/p1n4p/2b1p3/2B1P3/2NP4/PPPB1PPP/R2QK1NR w KQkq - 0 6,40.0
rn6/p1pk4/1p2p3/3p4/7q/1B1PP3/PPPKN3/RN5b b - - 2 18,610.0
8/8/p2p2p1/1ppPbk1p/7P/2PP1KP1/PP6/5R2 b - - 3 30,-531.0
7r/3k3p/5B2/3P2p1/2nNp3/4P3/1P3PPP/1N2K2R w K - 0 22,1460.0
r2qkb1r/1b1p1ppp/p1p2n2/1p6/3pP3/1B1P1Q2/PPP2PPP/RNB1K1R1 w Qkq - 0 10,69.0
rnbqk1nr/ppppppbp/6p1/8/4P3/5Q2/PPPP1PPP/RNB1KBNR w KQkq - 2 3,-29.0
r3kb1r/pp2Qppp/8/3p4/3P2n1/8/PPP2PPP/RNB1K2R b KQkq - 0 11,-172.0
5rk1/pp6/2p5/3p2p1/4p1Pp/P1P3q1/1P4R1/3Q1RK1 b - - 3 39,-298.0
8/p4pn1/4p1k1/1p6/6B1/1R4PK/PPr4P/8 b - - 1 30,13.0
r1b3k1/pp1p1ppp/n2N1q2/2p1r3/8/5B2/PPP2PPP/R2QR1K1 b - - 1 14,407.0
r2qkbnr/pp3ppp/2n1p3/4Pb2/5P2/5N1P/PP1PQ1P1/RNB2RK1 w kq - 1 11,-395.0
6k1/4pp1p/6pb/1r1P4/2K5/8/2RN1PPP/8 b - - 5 30,2.0
rn2k2r/ppp1qppp/3bpn2/3p1b2/3P1B2/P1N1P2N/1PP2PPP/R2QKB1R w KQkq - 3 7,-5.0
2r3k1/6p1/5p1p/r2pP3/Pb4PP/1p6/1B1P4/1K1R2R1 b - - 0 28,76.0
4rqk1/1p1n2pp/p1pbp2r/1P1p4/P2P1P2/2P3P1/3BQ1BP/4RRK1 b - - 0 19,-192.0
r2qk2r/ppp2p2/1bnp1n1p/6p1/3PP1b1/2PB1N2/PP1N1BPP/R2QK2R b KQkq - 1 11,-165.0
1r1qr1k1/2pbbppp/2np1n2/p7/1p1PP3/5NNP/PPB2PP1/R1BQR1K1 w - - 1 15,263.0
rnb1kb1r/p1q2n2/1ppp4/4pP2/2PP3P/2NB1P2/PPQB2P1/2KR2NR w kq - 0 19,575.0
r3r1k1/1p1nbppp/pBp5/4P3/8/1PN2R1P/1PP1Q1P1/3R2K1 b - - 0 18,-610.0
8/8/P4pk1/1R5p/7P/1P4PK/8/7r w - - 1 42,642.0
2kr1b1r/p1p4p/1p1pqpp1/3np3/B3P3/3PB1QP/PP2KPP1/n6R w - - 0 17,-396.0
3B4/1R6/p3r1k1/1p3p2/1P4p1/P3b1K1/6P1/8 b - - 1 37,557.0
rnbqk1nr/pp2ppbp/2p3p1/3p4/3PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,-45.0
rnbqk1nr/ppppppbp/6p1/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,60.0
8/5pk1/2b2np1/np1p3p/1q1PpN1P/1Pr1P1P1/3N1P2/1R1Q1BK1 b - - 3 29,53.0
r2qkbnr/ppp1pppp/2n1b3/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR w KQkq - 1 4,64.0
r7/ppp1q1k1/3pbbp1/n3p3/4P1p1/2PP1P2/PP1N4/2KR2NQ w - - 1 22,-542.0
r3kb1r/5ppp/2b5/8/p1P1PB2/1P3P2/P5PP/R2R1NK1 b kq - 1 19,-433.0
rn1qkbnr/pbpppppp/1p6/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-54.0
r2qkbnr/pp1b2pp/2n2p2/4p3/3pPP2/1Q1P1N2/PP1BN1PP/R3KB1R b KQkq - 3 10,16.0
rnbqkbnr/pp3ppp/4p3/3pP3/1p1P1P2/8/P1P3PP/RNBQKBNR b KQkq - 0 5,105.0
3r1rk1/pp3pb1/2p1p2p/4q3/2P3P1/5R2/P5P1/5Q1K b - - 0 30,1852.0
4R3/8/p6p/5ppk/8/1P6/5P1P/6K1 w - - 0 44,695.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,36.0
r3k2r/pppqbpp1/2npbn1p/4p3/4P3/2PP1NPP/PP3PBK/RNBQ1R2 b kq - 5 9,6.0
rnbqkb1r/1pp2ppp/p2p3n/4p3/2B1P3/3P1N1P/PPP2PP1/RNBQK2R b KQkq - 0 5,-96.0
1k1r3r/1pp5/p6p/3p2pP/3P4/BP2p3/P1K1B3/2R4q b - - 3 33,975.0
r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 1 5,-38.0
4rrk1/3b1pp1/3p2qp/2p5/1pP1P1P1/1P1QBP1P/8/R4RK1 w - - 0 23,165.0
r3k1r1/1pp2p2/p1n4p/3qb3/8/2B1P3/PP2QPPN/R4RK1 w q - 2 17,0.0
rn1q1rk1/pb1n1pbp/1p2p1p1/3p4/3P4/1P4PP/PBPNNPB1/R2Q1RK1 b - - 0 12,26.0
rnb1kbnr/pp3pp1/2pp1q1p/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq - 0 6,107.0
r3k2r/1ppbqpp1/p2p3p/4p2Q/2BnP3/6PP/PPPP2K1/R1B2R2 w kq - 4 17,457.0
6k1/3R1pp1/1p2p2p/p7/P4P1r/4PK2/2r5/5R2 w - - 0 31,-466.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,27.0
rn1qkbnr/1p3ppp/p1p1p3/3p4/3P1Bb1/2NBPN2/PPP2PPP/R2Q1RK1 b kq - 3 7,-20.0
8/2p4p/2k3bB/8/5P2/2r4P/1K1n4/8 w - - 0 48,-643.0
1r1b4/1P1R1pkp/6p1/1Pp1p3/4n1P1/4P2P/4NP2/6K1 w - - 1 31,-400.0
1r3rk1/2p4p/4Q1p1/3pp1q1/PP1P4/6Nb/5PP1/1R3RK1 b - - 1 24,706.0
r3kb1r/1pp1qpp1/p1npBn1p/4p3/4P3/P1NPBN1P/1PP2PP1/R2QK2R b KQkq - 0 9,-10.0
1r5k/6r1/4pp2/p6p/1p1Pp2P/4P2K/3B1P2/1R1B1R2 w - - 2 29,551.0
r3k2r/1b1p1ppp/1pn1pn2/2b3N1/4P3/P2B4/1PP2PPP/RNB2RK1 b kq - 0 11,-38.0
r1b2rk1/p4ppp/1p2p3/3p4/1b1P1P2/4P2P/1BqNB1P1/1R2QRK1 b - - 0 19,270.0
2kr3r/1b1np1bp/p1n2pp1/8/2RN1B2/1B5P/PP3PP1/4R1K1 b - - 0 21,-17.0
r7/1pp3pk/6qp/p7/1P2P3/4N1Pb/P2NRP1P/n5K1 w - - 0 25,-716.0
5rk1/pp4p1/4Pn1p/3P4/q7/3Q4/PP4PP/2R2RK1 w - - 4 28,836.0
r1bqk1nr/ppp1bppp/1n1pp3/8/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQkq - 5 6,110.0
2k5/8/p7/P1p1p3/2P1P1p1/4K1P1/8/8 b - - 21 66,0.0
r1q2rk1/pp3p1p/2npp1p1/2p5/2P2N2/1P2P1P1/Pb1P1PKP/1R1Q1R2 w - - 0 15,-12.0
5r2/pp2q1k1/2p3pp/3p1r2/4p3/2P1RP1P/PP4Q1/3BR2K b - - 0 28,-209.0
r3k2r/1b1p1pp1/p3pb2/1p6/2n3Q1/PN2PqP1/1P1BN2P/1RR3K1 w kq - 0 21,-437.0
r1b1kb1r/ppppqpp1/7p/3QP3/1nB5/5N2/PPP2KPP/RNB1R3 w kq - 4 9,509.0
2kr3r/1p1nq3/1p5p/1P1np1p1/4Np2/5N2/PB4PP/R4RK1 w - - 0 25,-589.0
2kr3r/pp1b1ppp/2nb1n2/8/4P3/2N2Q2/PP1B1PPP/2KR2NR b - - 0 18,-492.0
8/8/1p2k3/p4p1p/P5pP/6P1/1Pr2PK1/4R3 b - - 1 38,15.0
rn2kb1r/pppb1ppp/4pn2/7q/3P4/2NB1N2/PPP2PPP/R1BQR1K1 b kq - 4 9,-185.0
r1b1k2r/ppp1bp1p/3p2p1/3np3/4n3/N1P2N2/PP1P1PPP/R1B1KB1R w KQkq - 3 11,-190.0
2k4r/1pprn1pp/p1n2p2/3p4/3P4/N1PB2P1/PP4PP/R4R1K b - - 1 17,-20.0
rnbq1rk1/1p1pnpbp/p1p1p1p1/4P3/3P4/2PBBN2/PP3PPP/RN1Q1RK1 b - - 1 8,-75.0
r4rk1/1p3pp1/p2Q4/3Pp1qp/1P2PnPb/P4P2/1B4P1/RN1R1K2 b - - 0 24,495.0
5k2/2p2q2/4p2n/1p2Pppp/1P1Pp3/2P1P3/4QBPP/5RK1 w - - 4 27,580.0
r2q1rk1/1pp2pbp/p1nppnp1/3N4/2PPP3/4BB2/PP3PPP/R2Q1RK1 w - - 0 11,34.0
r2q1rk1/p3bppp/2p1pnb1/3p2B1/3P2P1/2N2N1P/PPP2P2/R2Q1RK1 w - - 0 13,-83.0
8/3k4/8/3KP3/8/8/8/8 w - - 1 64,0.0
rnbqk2r/pp2bpp1/2p1pn1p/3p4/2PP4/1PN1PN2/P4PPP/R1BQKB1R w KQkq - 1 7,62.0
r3k3/ppp2qp1/3pnnNp/2b5/4P3/2NP3P/PPP2PP1/R1BQK2R w KQq - 0 12,674.0
rn2Nk2/qb3p2/p2R2pp/2p1Pp2/2p2P2/6Q1/P3N1PP/5RK1 w - - 3 28,1180.0
8/pp6/2p4p/5pk1/2PP2P1/1P4K1/P7/8 w - - 0 39,-508.0
rn2kbnr/p2q1ppp/b7/1p2p3/2p5/P1N1P1PP/1P2NP2/R1BQKB1R b KQkq - 1 10,179.0
8/pp6/2p1k3/6p1/4K1Pp/2P5/P1P3P1/8 w - - 2 35,0.0
rnbqkbnr/pp3pp1/2pp3p/4p3/1PB1P3/2N2N2/P1PP1PPP/R1BQK2R b KQkq - 0 5,0.0
2rq1rk1/3n1pp1/2Q1pn1p/p7/1p1P4/3BP3/PP1B1PPP/R4RK1 w - - 1 17,181.0
r2qkb1r/pp1b1ppp/5n2/3pp3/8/8/PPPPQPPP/RNB1K1NR w KQkq - 2 8,-46.0
rn2kb1r/pp3ppp/2pppq2/8/2B1P1b1/2NPBN2/PPPQ1P2/R3K2R b KQkq - 3 10,330.0
8/2p5/5p2/1p5p/2k2p1P/2P2P2/P1K5/8 w - - 2 43,-610.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-36.0
r2qkb1r/pp1nppp1/2pp1n1p/8/2PPP1b1/2N2N2/PP2BPPP/R1BQK2R w KQkq - 0 7,104.0
1r4k1/5pp1/4p2p/1p1pn3/8/2R2P2/3B1P1P/6K1 w - - 0 32,-541.0
r2r2k1/pq3pp1/1p1p2np/1PpNp3/2P1P3/P6P/4QPPN/3R1RK1 w - - 9 22,487.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-24.0
3r2k1/4pp2/Q1B3pp/8/8/3P2P1/2P2PKP/2q4R b - - 1 25,-482.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,30.0
rn1qkbnr/p1ppp2p/1p3p2/8/6pN/4PbP1/PPPP1PBP/RNBQ1RK1 w kq - 2 7,627.0
8/3R1pp1/8/5k1p/8/7P/5KP1/1r6 w - - 0 44,0.0
8/q7/2K5/P2B4/2P5/8/5k2/8 b - - 2 69,3458.0
r1bqkbnr/pp3pp1/4p2p/8/2pN1P2/4B3/PPP3PP/RN1Q1RK1 b kq - 1 10,93.0
r4rk1/1p1qpp2/p2p2p1/2p1b2p/P2P2n1/1PN1P3/2PB1PB1/R2Q1RK1 b - - 0 18,-114.0
1k4rr/bpp3q1/3pB3/Pp1Pp1Bp/6nP/3Q1N2/5PP1/R3R1K1 w - - 4 25,563.0
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,38.0
6k1/2R1p2p/2p3p1/p1p3b1/P5K1/1P3r2/3r3P/7R b - - 1 29,1533.0
1k5r/p1pq2p1/1p1p4/4p3/PQP1P1b1/1P1NBpPr/2P2RnP/R5K1 w - - 2 26,-597.0
r1bqkb1r/1ppn1ppp/4pn2/p2p4/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQkq - 4 6,21.0
r1b3k1/6pp/1qpp4/pp2pr2/6n1/P2PPN2/NPP1Q1PP/4RRK1 w - - 0 17,25.0
r2qk1nr/p1pp1pbp/bpn1p1p1/8/4P3/3P1NP1/PPPN1PBP/R1BQK2R w KQkq - 2 7,75.0
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-25.0
8/5Q2/4p3/8/8/1PKP3k/q1P2P2/5r2 w - - 3 50,0.0
r5k1/p2R1bp1/1p4n1/8/7r/6K1/PP3P2/4R3 b - - 6 31,673.0
1rB5/1P6/8/6R1/1k3pP1/p4P1P/Kb6/8 b - - 0 50,-973.0
r1bq1rk1/1ppp1pp1/pb3n1p/3P4/B3P3/5Q2/PP1N1PPP/R1B1K2R w KQ - 3 13,24.0
rnb1kb1r/1p3ppp/2pp1n2/p3p3/2B1P3/3P1QPN/PqP1KP1P/RN5R w kq - 0 9,-751.0
2k1r3/1b1p3p/2pB1p2/ppPn1p2/1P6/P4N1P/5PP1/RN4K1 b - - 0 22,-397.0
rnb1k2r/ppp1ppbp/4qnp1/8/3P4/2N1BN2/PPP1BPPP/R2QK2R b KQkq - 2 7,-105.0
r2k1r2/pppnb1pp/4B3/4q3/8/2NQ4/PPP2P2/R3KR2 w Q - 4 16,-82.0
r1bqkbnr/ppp3pp/2n2p2/3pP3/3P4/5N2/PP3PPP/RNBQKB1R b KQkq - 0 6,4.0
5r1k/p1p3pp/2p5/4q3/2Q1p3/1P2P1P1/P1P4P/3R2K1 w - - 2 21,26.0
r1b2rk1/pp4b1/4ppBp/4P3/3q1P1Q/4B2R/P5PP/R5K1 b - - 1 21,597.0
b2qkb1r/2pp1ppp/1nn1p3/1B6/QpPP4/4PN2/1P1N1PPP/2B1K2R w Kk - 1 12,89.0
r2r2k1/p1q1bppp/2n1bn2/1p2p1B1/3P4/P4N1P/1P1NPPP1/R2QKB1R b KQ - 0 15,328.0
r2q3r/ppp2k1p/3b1np1/4pQ2/3PPp1P/2P5/PP4P1/RNB1K2R w KQ - 0 12,-176.0
6k1/2p2ppp/4p3/p1B5/2PP4/4PP2/2b1B1PP/1r2K2R w - - 3 27,79.0
