fen,score
r2q1rk1/2pbbppp/p2p1n2/4p1B1/2pPP3/2P2N2/PPB1QPPP/R4RK1 b - - 1 13,94.0
3r2k1/2K2p2/2p3pP/p7/1r3P2/8/P1q4P/R5R1 w - - 0 29,-431.0
rnbqk3/pp5p/2p2pp1/3Pp3/2P5/1P1P1P2/PB4PP/RN1QKBNR b KQq - 0 11,617.0
rnbqkb1r/1p3ppp/p3pn2/3p2B1/3P4/2N2N2/PP1QPPPP/R3KB1R b KQkq - 1 7,34.0
rnbq1rk1/2p1bppp/p3pn2/1p6/3P4/P2BPN2/1P3PPP/RNBQ1RK1 w - - 4 9,23.0
r1bqkb1r/ppp2ppp/2nppn2/8/3P4/1PP1P3/PB3PPP/RN1QKBNR b KQkq - 0 5,73.0
rn1k1bnr/ppp1p2p/3q1p2/3p1p1Q/3P1P2/4P3/PPP3PP/RNB1KB1R w KQ - 2 8,204.0
r3k1r1/p1p1p1Bp/2p1bPp1/6P1/3P1N2/2PK4/Pq5P/8 b q - 1 23,-809.0
rnbqkbnr/ppp2ppp/4p3/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,27.0
rn3rk1/pp1b1pbp/1npq4/4p1Pp/1P2P3/P4P2/2RNN1B1/2BQK2R w K - 0 20,12.0
r2qk2r/1p1n1pp1/p2bpn1p/3p4/1P1P4/P1NQ2PN/4PP1P/R1B2RK1 b kq - 0 11,-55.0
5rk1/1p4pp/2p1p3/p6q/P7/6P1/3r2K1/4R3 w - - 2 33,-991.0
kr6/p2qb1pp/2np1p2/8/Q1P1P3/8/P1P2PPP/1R1R2K1 b - - 3 21,89.0
6nr/Q1pkbppp/3pbq2/4p3/4P3/2PP4/P4PPP/RNB1KBNR b KQ - 0 10,632.0
4r2k/6p1/2Q4p/p3q3/P3p3/6RP/5PPK/8 b - - 0 29,-3.0
r1b5/1p2k3/pn1bP1Bp/Q2p4/3P4/1P4q1/P3K1P1/R3R3 w - - 4 31,-201.0
8/8/6p1/1p1k2p1/2p5/2P3P1/P3K3/8 w - - 1 51,-117.0
8/8/1kpr1R2/p6p/P7/1P3RP1/1r3PKP/8 b - - 0 29,232.0
8/1k6/1P6/R7/3B4/1b3P1P/p5PK/8 b - - 5 50,544.0
4r1k1/3n1rb1/1ppB1p2/p2p3p/P2P4/1BP2N2/1P1NbPP1/R5K1 w - - 6 23,-120.0
r2qnrk1/1b2pp1p/3pP1p1/2pPb1B1/ppP5/1P1B4/P2NQPPP/1R2R1K1 w - - 0 18,160.0
rnbqk2r/3p1p2/2p1p2b/1p2Pp1p/p2P4/P1N2NQP/1PP2PP1/R1B1K2R w KQkq - 2 13,264.0
8/3r4/p4k1p/1p3p2/4pK2/2P4N/PP5P/8 b - - 2 40,-524.0
3r2k1/b1p2pp1/PQp4p/8/3N4/4P3/2P2PPP/R5K1 b - - 0 28,381.0
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,-9.0
r3k1nr/pb1p2q1/1p1p1p2/4p3/2B1Pn2/2PPQ1N1/PP2K1P1/R5R1 w kq - 3 23,-449.0
rnb1k2r/p4ppp/4pn2/1pb5/2Q1p3/1N6/PP3PPP/R1B1KB1R b KQkq - 0 11,-125.0
8/1pN2pp1/p3b2p/8/PPnk4/8/3p2PP/1N4K1 w - - 0 34,-459.0
r1bqkbnr/1pp2ppp/p1n5/1N2p3/3pP3/5N2/PPPP1PPP/R1BQKB1R w KQkq - 0 6,-147.0
r3k2r/1pqnpp2/p2p2p1/2pP2B1/QPPbN3/8/P3BPPP/5RK1 b kq - 2 17,-142.0
4r1k1/pp4pp/2b1qp2/8/2p1p2N/2P3P1/P2Q1PP1/3R2K1 w - - 2 27,-310.0
r2qk2r/1p2nppp/p1bbp3/2p3B1/3pP3/3P1NN1/PPP2PPP/R2Q1RK1 w kq - 3 11,-20.0
8/6p1/5pnb/1pk5/2P5/8/r7/2R4K b - - 0 53,-679.0
r1bq1br1/pppk4/4p3/3pN3/3P4/6Q1/PPP2PP1/RN3RK1 b - - 2 17,510.0
r1bqk2r/ppp1bp2/2n1pn1p/3p2p1/2PP4/2N1PNB1/PP3PPP/R2QKB1R b KQkq - 1 8,133.0
8/8/5kN1/4RP2/P2r1K2/1P6/6r1/4R3 w - - 1 55,270.0
rn1q1rk1/p3bppp/1pp1p3/8/2BP1P2/P1N2Q1P/1P3PP1/3R1RK1 b - - 3 13,79.0
5qk1/p6p/1PQpp1p1/P1p3rn/8/2N5/1P3PPP/R4RK1 b - - 0 24,462.0
5rk1/p5pp/1pq2p2/2nrp3/P5P1/1P6/2Q2N1P/3RKR2 w - - 0 27,-83.0
r2q1rk1/2pb1pp1/4p2p/4P3/1bN2P2/1Pp2BP1/P6P/R3QRK1 w - - 2 22,-2.0
rn2k1nr/pppbqppp/3b4/3Pp3/3P4/5P2/PPP1N1PP/RNBQKB1R w KQkq - 1 6,55.0
8/8/5k2/R7/4K3/8/8/8 b - - 6 75,478.0
rnbqk2r/pp3p2/2pbpn2/3p2Np/5P2/4P2P/PPPPB1P1/RNB1QRK1 b kq - 0 8,182.0
rn1q1rk1/pp2ppbp/2p2np1/8/2pP4/2N1PbP1/PP3PBP/R1BQR1K1 w - - 0 10,-27.0
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-56.0
r1q2rk1/p1p2pp1/8/3Q4/2PB2n1/2P5/P5PP/3R1RK1 b - - 4 20,191.0
6k1/pr3ppp/4p3/b7/8/4PKP1/PP1n3P/R4BNR w - - 2 22,232.0
rn1qkb1r/pp2pppp/2p2n2/5b2/2pP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 2 6,24.0
5r1k/ppp5/3p3p/4p1pP/8/1P1B2P1/P1PR4/3K2r1 w - - 4 27,-590.0
rnbqk1nr/ppp1bppp/8/8/3pN3/5N2/PPPPQPPP/R1B1KB1R b KQkq - 3 6,-24.0
1n2kb1r/3pq1p1/pBr2p1p/Q7/8/5N2/PP3PPP/1K1R1B1R b k - 2 17,516.0
3r2k1/4Rp1p/6p1/p7/N3B1n1/1P1p2P1/P1R2PKP/8 b - - 0 32,374.0
rnbqkb1r/p1pp1ppp/1p2p3/3nP3/3P4/5N2/PPPB1PPP/RN1QKB1R b KQkq - 1 5,87.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,51.0
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-9.0
8/3k1p2/3Pp1p1/p1p1P2p/5P1P/1P1K4/P7/8 b - - 3 39,235.0
5r2/r2q4/pRbk1p2/3pp3/P2P2B1/2P3Q1/2N2PK1/1R6 b - - 1 35,336.0
r3kbnr/p4p1p/2p3p1/1pq2b2/8/1Q2N3/PP1BPPPP/R3KB1R w KQkq - 2 13,145.0
1n1q4/1r1kp2Q/pp3rp1/2p5/3PP3/7P/PPP2PP1/RN2K1NR w KQ - 0 16,682.0
r1bqk1r1/1p1pbp1p/p1n2n1Q/4p3/4P3/N1P5/PP3PPP/RNB1KB1R b KQq - 2 10,-106.0
1r3qk1/pb3p1p/2p1pbp1/8/8/2PB1P2/Pp1Q2PP/1R3R1K b - - 0 18,-90.0
7r/1p5k/p1p3p1/2q1P3/4RQP1/P7/1P2R1K1/8 w - - 6 47,677.0
5q2/5P2/5K2/8/6p1/6k1/8/8 b - - 4 57,-581.0
r2q1r2/pppn2bk/5ppp/3pp3/PP1P2Q1/2P1P2P/3N1PPB/R4RK1 b - - 3 16,46.0
rnb1kbnr/ppp2pqp/3Pp3/6p1/2PP4/8/PP2BPPP/RNBQK1NR b KQkq - 0 7,97.0
8/N1Bp2k1/2p3Q1/4N2p/8/8/P4P1P/4K3 b - - 5 34,849.0
8/2p5/3bk2p/1p2p1n1/p7/2P2BB1/PP3KPP/3R4 w - - 7 33,641.0
r4rk1/1pp2ppp/p2p1n2/7b/4P3/PP1B1qP1/2P1QP1P/4RRK1 w - - 0 16,-362.0
r1bq1rk1/p3bppp/2p1pn2/1p6/n7/P1N2N1P/BPPP1PP1/R1BQ1RK1 w - - 3 12,28.0
2r2rk1/pp1b1ppp/n7/1Q1N2q1/3b4/P5P1/1PP2PBP/4RRK1 w - - 0 19,249.0
r1bqk2r/ppp2ppp/2nb1n2/8/2Bp4/5N2/PPP2PPP/RNBQ1RK1 b kq - 1 7,-99.0
rn2k2r/ppp1qppp/4p3/3p4/1b1Pn3/1P1QPN2/PBPN1PPP/R3K2R w KQkq - 5 9,-9.0
3r1k2/p2b3p/2p1p1p1/1p1nP3/8/PP6/2B2PPP/3R1RK1 w - - 0 26,323.0
r3kbnr/pbpq1ppp/1p2p3/6N1/3Pp3/2N5/PPP2PPP/R1BQ1RK1 b kq - 1 8,-209.0
r2qkbnr/1b3ppp/2n1p3/p2p4/1ppP1P2/2P1PN2/PPBN2PP/R1BQ1RK1 w kq - 0 10,73.0
rnbqkb1r/ppppp1pp/5n2/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,32.0
3rr1k1/pp3pp1/2p3p1/2PpPq2/1P1P3P/P4Q2/6B1/5RK1 b - - 4 34,-284.0
2r1k2r/p2b1ppp/np2p3/2b1P3/P2Np3/1R2B3/1Q2KPPP/2R5 b - - 1 25,415.0
3r1rk1/p1q2ppp/1p2pn2/2b5/Q7/2R1PB2/PP3PPP/2R1B1K1 b - - 1 19,75.0
rnb1k2r/ppp1bppp/3p1n2/8/8/3P1N2/PPP2PPP/RNB1KB1R w KQkq - 0 8,-17.0
2kr2nr/pppbqn2/8/3Ppp1p/2P5/P1NBB1P1/1P1Q3P/2KR3R w - - 0 19,173.0
rn1q1rk1/ppp1bppp/4bn2/3p4/3P1B2/2NB1P2/PPPQN1PP/R3K2R b KQ - 2 9,22.0
8/2pk3p/1pN2p1p/1Pb1p1n1/4P3/2PK4/8/8 b - - 3 37,-521.0
r7/k7/p7/1ppb2Np/5Bp1/3P2P1/P1P2K1P/1R6 w - - 0 33,446.0
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,30.0
r1bq1rk1/pp1nb1p1/2p1pp1p/2Pp2n1/3P1B2/4PN2/PPQNBPPP/R3R1K1 b - - 1 12,109.0
r2q1rk1/5ppp/pp1p4/2p1p2n/2P1P2b/NP3P1P/PBP2R1P/R2Q2K1 w - - 3 18,-260.0
4r2k/pQ4p1/2n4p/4q3/4p3/6RP/P4PPK/8 w - - 0 28,-38.0
rnbqk2r/ppp1pBbp/3p1np1/8/8/1QP1P3/PP1P1PPP/RNB1K1NR b KQkq - 0 5,161.0
8/8/5n2/5p1p/4k2P/6P1/5K2/8 w - - 6 55,-519.0
3r1rk1/2p2p1p/p1n5/1p1q2p1/3Ppn2/2P3RP/PPBQ1PP1/RN4K1 w - - 1 22,471.0
4r3/p5pk/1p2qp1p/bP6/3Rr3/4BQ2/4RPPP/6K1 b - - 5 30,-163.0
rn1q1bnr/pbp2k1p/1p2p1B1/8/8/8/PPP2PPP/RNBQ1RK1 b - - 0 9,-30.0
6k1/p1N3p1/7r/1Bp2p2/8/PP3P1P/2P1RK2/8 w - - 1 36,819.0
r1b1k1nr/ppp2ppp/2n5/3qp3/1b1P4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 2 6,0.0
3r2k1/5ppp/p7/2K5/2Q1p3/2P2q2/PP6/3R4 b - - 3 37,-621.0
rn2k2r/pp2n2p/4Npp1/qQ1p4/8/2N5/PPP2PPP/R1B1K2R b KQkq - 0 14,398.0
rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,80.0
1k1rq2r/ppp1bppp/2np1P2/4p3/8/1P3Q1B/PBPP1P1P/RN2K1NR w KQ - 1 12,491.0
1kr2b1r/p2qp2p/1p1p1p2/PP1N4/2P1P2n/1Q3p2/1B4PP/R4RK1 w - - 0 24,214.0
rnb2r1k/pp6/2p4R/4pq2/2Q5/P1PR1P2/1PP5/5K2 b - - 0 21,-59.0
r2q1rk1/ppp1bppp/n7/3PN3/4P3/8/PP2QPPP/R1B2RK1 b - - 0 13,196.0
rn1qkb1r/ppp1pppp/3p1n2/8/4P1b1/5N2/PPPPQPPP/RNB1KB1R w KQkq - 4 4,119.0
rnbqkbnr/6pp/pppp1p2/4p3/1P5P/P5P1/1BPPPPB1/RN1QK1NR w KQkq - 0 8,65.0
r2qkbnr/1ppb1pp1/p1np3p/3Bp3/P3P3/3P1N2/1PP2PPP/RNBQK2R w KQkq - 2 7,-14.0
rnb1kbnr/pp1qppp1/2p4p/8/3P4/2N1B3/PPP1BP1P/R2QK1NR w KQkq - 2 10,5.0
3r2k1/Q4pp1/5q1p/8/5P2/P2p4/7P/3K4 b - - 1 32,-636.0
5rk1/p1p1qpp1/3p3p/5b2/2QP4/P1P1P2P/1r3PP1/R4RK1 b - - 1 20,-428.0
r1bk4/ppp3p1/6Bp/4n3/8/P7/P2P1PPP/n1B2RK1 w - - 0 18,-62.0
r2qk1nr/2pp1ppp/p7/1p2P3/3bb3/1B1P4/PP3PPP/R1BQR1K1 w kq - 0 14,230.0
r4r1k/p5p1/1p4Np/2p5/1PPpPp1q/P2PnQ2/5BP1/2R3K1 b - - 1 31,383.0
8/8/5p2/P1R2p1p/2P1b3/1P3kP1/2PK1P1P/8 w - - 3 36,561.0
4r1k1/1R6/8/P6p/1P4p1/6P1/R5KP/8 b - - 2 31,539.0
r1bk1b1r/ppppqBpp/2n2n2/4p1N1/4P3/8/PPPP1PPP/RNBQK2R w KQ - 1 6,173.0
r1bq1rk1/p2p1ppp/2p3n1/2b1p3/2B1PP2/2N5/PPP3PP/R1BQ1R1K b - - 0 10,-17.0
1r6/6pp/5p2/6k1/1p4P1/1K3P1P/8/8 b - - 0 45,-734.0
4kr2/pp1rb1Qp/2p2p2/8/8/1PPBR1P1/P2B4/3K4 w - - 1 27,594.0
8/N7/1kp3pp/4p3/1p2P3/1PP2P2/6PP/2K5 w - - 0 33,509.0
r2qk2r/pppn1ppp/2nb2b1/3pp1P1/8/5N1B/PPPPPP1P/RNB1QR1K b kq - 4 9,-247.0
2r5/pp2qbbk/3nr1pp/8/6B1/BP6/P4PPP/1R1Q1RK1 b - - 12 27,-114.0
r3r1k1/4bppp/p1b1p3/1p1p4/3N4/1B2BPq1/PPP5/R2QR1K1 w - - 0 23,-163.0
8/nR6/p4kp1/3K4/5PPP/nP6/P7/8 b - - 0 34,337.0
6k1/1pp3p1/p1n1p2p/8/P1Nr4/1P3P2/6PP/2R4K w - - 0 30,-197.0
6k1/ppN2ppp/8/P7/1P3p2/3P1P2/2r4P/b3K3 b - - 1 27,-671.0
rnb2rk1/p2p1ppp/2p1p3/1p2P3/2PP1P2/2P3P1/P2KN2P/R4B1R b - - 0 13,34.0
r1b2r2/6bk/p2Rp3/1p2Pp1p/5BpP/1B2P3/PP3PPK/7R b - - 1 28,300.0
3rr2k/ppp3pp/4qn2/2P1p3/1P1p1nP1/P3Q2P/1B3P1N/3RR1K1 w - - 0 26,-280.0
4rrk1/pbp1q1bp/1p1pp1p1/8/2P1P3/P1NB1P2/1P3P1P/2RQR1K1 b - - 0 17,-309.0
2rr2k1/pb3pbp/6p1/Npp1n3/8/2P1P3/PPB3PP/R1B2RK1 b - - 5 17,-151.0
r7/2kr4/1p3p2/1Pp1pP1p/p1P1P1pP/3PK1P1/3R4/3B1R2 b - - 1 46,129.0
r1bqkb1r/ppp2pp1/2np1n1p/4p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 6,-20.0
8/4b3/6k1/1bpPp1p1/ppNpP3/P2P2K1/1P2B3/8 b - - 5 44,-19.0
3r4/p1k5/1p6/3P2R1/8/5PnP/PPP3P1/R5K1 w - - 1 34,726.0
3rk1r1/Q4p1R/4pb2/8/3p4/PP1P2P1/1KP2P2/3R4 b - - 2 36,713.0
5rk1/1pq2pbp/2p3p1/p2rNp2/P2PnP2/R1P1B3/1PR1Q1PP/7K w - - 12 24,-60.0
8/8/5R2/1p1p2p1/bPpP2k1/P1P5/1K3P2/5r2 b - - 3 54,-458.0
r1b2rk1/1pqn1pbp/p2p1npB/2pPp3/2P1P3/2N2N2/PP1QBPPP/R4RK1 b - - 5 11,77.0
r1bqkbnr/ppp1pppp/2n5/1B1p4/3P4/4P3/PPP2PPP/RNBQK1NR b KQkq - 2 3,51.0
rn1qkb1r/p4ppp/2p1p1b1/2PpP3/3P4/8/P3BPPP/R1BQK2R b KQkq - 1 11,-326.0
6k1/p2q1r2/1p6/2p3p1/1nQ5/2N1b1PK/PPP4P/5R2 w - - 2 33,-376.0
r1rn1bk1/3b1qpp/1Rp2n2/p1Pp1p2/Q2Pp3/PNB1P1P1/5PBP/4NRK1 w - - 8 25,-120.0
rn1qk1nr/pbpp1ppp/1p6/4P3/1bP5/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,97.0
r4rk1/pp2b2p/2p1Q3/4P1q1/8/PP3p1P/1B3PP1/2R1R1K1 b - - 0 25,182.0
rnbqkb1r/p4ppp/2p1pn2/1p1p4/3P4/1B2P3/PPP2PPP/RNBQK1NR w KQkq - 0 6,-104.0
r2q1Rk1/7p/p2p2p1/2p1n1P1/1p2P2P/8/PPPQN3/1R4K1 b - - 0 22,-54.0
r3kbnr/ppp2ppp/2np1q2/4p3/4P3/5b1P/PPPPBPP1/RNBQ1RK1 w kq - 0 7,49.0
r2qkb1r/pp1nn1pp/4p3/2pp1p2/3P4/1P1QP1P1/PBP2P1P/RN2K1NR b KQkq - 1 8,5.0
rnbqk2r/pp2npbp/2p3p1/3p4/B2P4/2P2Q2/PP3PPP/RNB1K1NR b KQkq - 1 8,-51.0
rnb1k1nr/p2p1Npp/1pp5/8/1P6/2P5/P4PPP/RNB1KB1R b KQkq - 0 11,102.0
rn1qkbnr/ppp2ppp/3p4/4p2b/3PP3/5N1P/PPP1BPP1/RNBQK2R b KQkq - 2 5,114.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,24.0
r2q1rk1/1ppb1ppp/3b4/1N1pn3/4nB2/P3Q1P1/2P1PPBP/R3K1NR w KQ - 0 13,-158.0
8/8/8/8/2K5/8/3q3k/8 w - - 14 79,-478.0
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-56.0
4r3/p5pp/8/4pk2/8/1P6/P3R1PP/5RK1 b - - 6 38,551.0
r2k3r/pp4pp/4bnp1/2p5/4PP2/2N3P1/PPP3P1/R3KB1R w KQ - 1 14,625.0
r1bqk2r/ppp2ppp/2n1pn2/3p4/2PP4/P3PN2/1P1b1PPP/RN1QKB1R w KQkq - 0 7,43.0
3r1k1r/ppp4p/6pb/5b2/2B2p1P/2P3R1/PP1B4/2K1R3 b - - 5 24,-243.0
r1bqk1nr/pppp1ppp/2B5/4p3/1b2P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4,102.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,51.0
r1bqk1nr/p4pbp/1pnp2p1/2pp4/2B1P3/2P2N1P/PP3PP1/RNBQ1RK1 w kq - 0 9,234.0
rnbqkb1r/2p2ppp/p3p3/1p6/3PP3/1P6/PBP3PP/R2QKBNR b KQkq - 0 8,-795.0
r3kb1r/ppp2ppp/2n5/8/3Pp3/4P1qP/PPP1Q3/R1BK1B1R w kq - 2 12,-58.0
r6r/2pknpp1/p2p4/4p2p/1P2P3/B1PP2PP/5P2/R4RK1 b - - 0 19,0.0
r3k2r/p4ppp/1np2n2/2b1p3/4P1bP/P2q2P1/3NN1B1/1RBQK2R b Kkq - 3 18,-483.0
r1bqkbnr/pppp2pp/8/5Q2/4B3/4P3/PPP2PPP/RNB1K2R b KQ - 8 11,135.0
3q1r2/1b2npkp/2n3p1/p1rp4/1p6/PP2PN2/3NBPPP/R2Q1RK1 w - - 1 21,5.0
r3kb1r/1p3pp1/pq3n1p/3Pp3/3pP3/1P1P1N2/P3B1PP/2RQ1RK1 w kq - 2 16,247.0
rn1q1rk1/4ppb1/2p2np1/pp6/3P4/3B1N1Q/PP1B1PPP/2KR3R b - - 3 16,11.0
r3k2r/pp1nbppp/2p1pn2/8/P1PP1P2/3BP3/3N2PP/R1B2RK1 b kq - 0 14,82.0
rnbq1rk1/pp2ppbp/2p2np1/3p4/1PPP4/P1N1PN2/5PPP/R1BQKB1R b KQ - 0 7,9.0
rnbqkbnr/pp1ppppp/8/2p1P3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,23.0
2k3r1/ppp3P1/4Q3/3p4/1n1P1q2/1P3P1p/P2N4/6RK b - - 2 32,986.0
6rk/ppp2p1p/5p2/4pN2/1PP1r3/Pn4P1/5P1P/R2R2K1 w - - 1 22,57.0
r4rk1/bppq1pp1/p1npbn1p/P3p3/BP2P3/2PPBN1P/5PP1/RN1Q1RK1 b - - 5 13,54.0
r4rk1/ppb2pp1/2p4p/3pP3/3P3q/3QPR1P/PP2n1P1/R1B3K1 w - - 0 18,-29.0
r4rk1/p4ppp/3Q3n/8/8/6P1/PPP2P2/RN3K1q w - - 2 24,-676.0
rn1qkb1r/p2p1ppp/b4n2/1N2p3/2P1P3/1B3Q2/PPPB1PPP/R3K1NR w KQkq - 7 12,289.0
r4rk1/pbp1qpp1/1p4np/4p2Q/3PP3/2PB3N/P4PPP/3RR1K1 w - - 2 19,-13.0
5r1k/pQp5/1b1p2Pp/4pbqB/8/2PP4/PP3PPP/R4RK1 w - - 1 20,154.0
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,53.0
1nr3k1/5ppp/4pn2/8/2N5/2P5/4KPPP/B6R w - - 3 19,3.0
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,42.0
3r2k1/p4ppp/1p4n1/2p2R2/3rN3/3P2R1/PPP3PP/6K1 b - - 0 24,-42.0
2krr3/8/7p/3q1p2/QP3BPp/2Pp3K/P7/4RR2 w - - 3 38,370.0
rn2k2r/pbppqpp1/1p2pn1p/4N3/3PP3/2NB4/PPP2PPP/R2QK2R w KQkq - 2 10,-10.0
7r/pb2kp2/1p2pNp1/2p4p/3p1R2/3Pn1P1/PP1K4/8 w - - 2 33,-655.0
3r2k1/pp2q1p1/2p2p1p/3r1Pn1/6Q1/1BP1B2P/PP3PP1/R5K1 w - - 2 25,207.0
rnbqkb1r/ppp1pppp/8/3p4/3PnP2/4P3/PPP3PP/RNBQKBNR w KQkq - 1 4,-35.0
r7/5pkp/3p2p1/1p1P4/2b5/P1P3KP/6P1/3R4 w - - 4 34,-568.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,84.0
8/1k6/pb6/4Q1p1/7p/P7/1P3PPP/6K1 b - - 0 39,479.0
rn1qkbnr/1p3ppp/2ppb3/p3p3/2B1P3/P2P1N2/1PP2PPP/RNBQK2R w KQkq - 1 6,68.0
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,160.0
8/8/8/8/k7/1b6/p7/K7 b - - 3 89,30.0
r3k2r/pp1nbppp/2pqpn2/4N3/3P1B2/8/PPP1NPPP/R2Q1RK1 b kq - 2 11,45.0
8/5pkp/6p1/8/2r5/3R3P/5q2/3K4 b - - 3 69,-862.0
r1b1k2r/ppp2ppp/2p2n2/8/4PB1q/3P2P1/PPP5/RN1QKR2 b kq - 0 11,-111.0
rnb1kbnr/ppp1qppp/4P3/8/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 4,116.0
r1bqk2r/pppp1pp1/2n2n1p/2b1p3/4P1P1/P1N4P/1PPP1P2/R1BQKBNR w KQkq - 1 6,-66.0
5k2/5p2/8/8/PP5Q/3r4/4K2P/3r4 b - - 12 62,-12.0
rnbqkb1r/ppp2ppp/4p3/8/3PP3/2n5/PP3PPP/R1BQKBNR w KQkq - 0 6,27.0
r1bqkbnr/1p1p1ppp/p3p3/8/Qn6/4PN1P/PPP2PP1/RNB1KB1R w KQkq - 1 7,12.0
8/8/4q1pk/3p3p/1Q5P/1P4P1/3K4/8 b - - 0 47,38.0
r3k2r/1ppbnppp/1b1p1q2/p7/PP1NPP2/2PQB3/3N2PP/R4RK1 b kq - 2 13,45.0
2r1k2r/1b1pb1pp/p3p1q1/1p3p2/8/4PR2/PPB1Q1PP/5RK1 b k - 0 22,-589.0
r1bqkb1r/1pp2ppp/p1n2n2/3p4/Q3p3/2P1PPP1/PP1P2BP/RNB1K1NR w KQkq - 0 7,-129.0
3rr3/2qk3p/1p1p3b/1PpP1bp1/2Pp1p2/3P1B1P/2QB1PP1/R4RK1 w - - 2 27,198.0
r2q1rk1/pb1nbpp1/1pp1pn1p/8/2PPp3/1PN2NP1/P4PBP/R1BQR1K1 w - - 0 12,-17.0
r1b3k1/ppp3pp/2np2p1/8/2P2r1n/NP1B4/PB1PN2P/2KR3R b - - 1 15,200.0
r1b2rk1/3nnpp1/1p1p1q1p/1pP1p3/1P2P3/1B3N1P/PBP2PP1/1R1Q1RK1 b - - 0 15,16.0
3k4/6Rp/3Pp3/3p4/P4P2/6P1/1r5P/7K b - - 0 33,167.0
r3r1k1/p4ppp/3p1q2/2p5/3pP1P1/1P1N1Q1P/P4PKb/3R1R2 b - - 5 21,-69.0
rnbqk2r/pp2npbp/4p1p1/2pp4/8/2PPPB2/PP1Q1PPP/RNB1K1NR w KQkq - 0 7,-113.0
1rr3k1/3RBppp/1P2p3/2n1P3/P1p2P2/4P1P1/7P/R5K1 w - - 1 33,415.0
8/5k2/3K1p2/5P2/4P3/3n3N/8/8 b - - 0 48,13.0
r2q1rk1/pp3ppp/8/3n1b2/3pNn2/1B1P1NP1/PPPQ1P1P/R3K2R b KQ - 0 15,110.0
r2qk2r/pp2bppp/4pn2/8/1PB1b3/P3P3/2Q2P1P/RNB1K1R1 w Qkq - 2 13,332.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,66.0
rn3r2/3p1ppk/2p4p/4P3/p4P1B/8/BP1R2PP/5K2 b - - 0 25,-164.0
8/7r/5P2/2k3K1/8/4q3/8/8 w - - 1 56,-751.0
6r1/5q2/5rpk/p6n/Pp6/1P2P2Q/1BP3R1/1K5R w - - 2 41,566.0
rnbqr1k1/1ppp1p1p/1p1np1pB/8/1P4Q1/P2P2N1/2P2PPP/R3KB1R w KQ - 2 12,-19.0
r4r2/1pp2pk1/3p1Qp1/8/p1B1P1b1/P2P4/1PP2PPP/R3R1K1 b - - 0 18,353.0
rn2kbnr/4pppp/pp6/8/5B2/1NPB1bP1/PP3P1P/R3R1K1 b kq - 1 15,-251.0
7r/1R1pkpp1/p1r1p3/1p2n3/8/P3P1P1/1P4KP/3R4 b - - 9 29,-825.0
r1bqkb1r/pp3ppp/2n1pn2/2pp4/2PP4/3BPN2/PP3PPP/RNBQK2R w KQkq - 1 6,-43.0
5b1r/1p4kp/1p1p1np1/6P1/5p2/2B4P/1PRKB3/R7 b - - 0 25,564.0
r1b2rk1/pp3ppp/1q1pp3/1N1p4/3Pn3/Q3PN2/PPP2PPP/R4RK1 w - - 5 12,-48.0
r2qk2r/1p2bppp/n1p1pn2/p1Pp1bB1/3P4/P1N1PN1P/1P3PP1/R2QKB1R b KQkq - 0 9,70.0
